Local time,Open,High,Low,Close,Volume
08.01.2024 15:00:00.000 GMT+0100,719.985,724.787,718.486,719.374,2171.18
08.01.2024 16:00:00.000 GMT+0100,719.493,719.693,715.472,718.790,2259.07
08.01.2024 17:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
08.01.2024 18:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
08.01.2024 19:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
08.01.2024 20:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
08.01.2024 21:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
08.01.2024 22:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
08.01.2024 23:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 00:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 01:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 02:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 03:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 04:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 05:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 06:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 07:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 08:00:00.000 GMT+0100,718.790,718.790,718.790,718.790,0
09.01.2024 09:00:00.000 GMT+0100,719.187,726.389,718.080,723.071,1548.93
09.01.2024 10:00:00.000 GMT+0100,723.192,724.182,722.273,723.789,823.23
09.01.2024 11:00:00.000 GMT+0100,723.680,724.683,721.172,723.281,883.23
09.01.2024 12:00:00.000 GMT+0100,723.184,723.191,721.272,721.686,618.03
09.01.2024 13:00:00.000 GMT+0100,721.772,723.188,719.473,719.999,660.32
09.01.2024 14:00:00.000 GMT+0100,720.081,720.893,718.385,720.774,752.13
09.01.2024 15:00:00.000 GMT+0100,720.777,723.891,719.482,719.993,2442.4
09.01.2024 16:00:00.000 GMT+0100,719.977,724.292,719.977,724.072,2344.6
09.01.2024 17:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
09.01.2024 18:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
09.01.2024 19:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
09.01.2024 20:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
09.01.2024 21:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
09.01.2024 22:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
09.01.2024 23:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 00:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 01:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 02:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 03:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 04:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 05:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 06:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 07:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 08:00:00.000 GMT+0100,724.072,724.072,724.072,724.072,0
10.01.2024 09:00:00.000 GMT+0100,724.378,730.185,723.380,726.491,1807.25
10.01.2024 10:00:00.000 GMT+0100,726.479,729.289,726.072,729.273,841.23
